StoreID,Week,Week_start,Week_end,Count,Sum_Gross Margin,Sum_Sales,Sq_Ft,AvgMonthSales
10068,39,10/30/2015,11/5/2015,602,2306.44,5031.6,1198,16000
10068,40,11/6/2015,11/12/2015,507,2105.02,4584.58,1198,16000
10068,41,11/13/2015,11/19/2015,431,1765.21,3909.7,1198,16000
10068,42,11/20/2015,11/26/2015,535,2164.13,4745.75,1198,16000
10068,43,11/27/2015,12/3/2015,509,2009.97,4388.24,1198,16000
10068,44,12/4/2015,12/10/2015,523,2096.13,4636.82,1198,16000
10068,45,12/11/2015,12/17/2015,510,2032.82,4420.48,1198,16000
10068,46,12/18/2015,12/24/2015,467,1932.13,4235.85,1198,16000
10068,47,12/25/2015,12/31/2015,599,2377.62,5176.02,1198,16000
10068,48,1/1/2016,1/7/2016,539,2193.55,4745.15,1198,16000
10068,49,1/8/2016,1/14/2016,427,1715.98,3669.5,1198,16000
10068,50,1/15/2016,1/21/2016,399,1630.5,3563.31,1198,16000
10068,51,1/22/2016,1/28/2016,459,1893.4,4030.72,1198,16000
10068,52,1/29/2016,2/4/2016,467,1950.43,4268.92,1198,16000
10068,53,2/5/2016,2/11/2016,439,1714.43,3704.38,1198,16000
10068,54,2/12/2016,2/18/2016,456,1830.25,4057.44,1198,16000
10068,55,2/19/2016,2/25/2016,372,1454.14,3177.83,1198,16000
10068,56,2/26/2016,3/3/2016,456,1863.42,4049.44,1198,16000
10068,57,3/4/2016,3/10/2016,532,2259.73,4886.81,1198,16000
10068,58,3/11/2016,3/17/2016,465,1903.6,4186.52,1198,16000
10068,59,3/18/2016,3/24/2016,212,868.65,1861.66,1198,16000
10068,60,3/25/2016,3/31/2016,420,1689.36,3733.14,1198,16000
10068,61,4/1/2016,4/7/2016,506,1998.85,4406.8,1198,16000
10068,62,4/8/2016,4/14/2016,404,1614.14,3508.14,1198,16000
10068,63,4/15/2016,4/21/2016,301,1232.53,2586.61,1198,16000
10068,64,4/22/2016,4/28/2016,354,1519.15,3148.04,1198,16000
10068,65,4/29/2016,5/5/2016,422,1763.26,3831.35,1198,16000
10068,66,5/6/2016,5/12/2016,311,1333.18,2839.34,1198,16000
10068,67,5/13/2016,5/19/2016,377,1603.16,3426.12,1198,16000
10068,68,5/20/2016,5/26/2016,272,1120.81,2402.67,1198,16000
10068,69,5/27/2016,6/2/2016,258,1001.65,2139.34,1198,16000
10068,70,6/3/2016,6/9/2016,313,1250.27,2702.51,1198,16000
10068,71,6/10/2016,6/16/2016,577,2284.4,4818.2,1198,16000
10068,72,6/17/2016,6/23/2016,431,1774.77,3834.9,1198,16000
10068,73,6/24/2016,6/30/2016,482,2024.93,4242.77,1198,16000
10068,74,7/1/2016,7/7/2016,393,1635.56,3493.38,1198,16000
10068,75,7/8/2016,7/14/2016,386,1577.14,3390,1198,16000
10068,76,7/15/2016,7/21/2016,364,1511.9,3223.94,1198,16000
10118,1,2/6/2015,2/12/2015,494,2041.17,4391.14,1204,13000
10118,2,2/13/2015,2/19/2015,452,1833.63,3957.92,1204,13000
10118,3,2/20/2015,2/26/2015,504,2010.75,4289.13,1204,13000
10118,4,2/27/2015,3/5/2015,497,2051.99,4409.39,1204,13000
10118,5,3/6/2015,3/12/2015,442,1785.54,3900.22,1204,13000
10118,6,3/13/2015,3/19/2015,441,1712.69,3646.35,1204,13000
10118,7,3/20/2015,3/26/2015,240,1002.83,2181.48,1204,13000
10118,8,3/27/2015,4/2/2015,386,1481.78,3193.33,1204,13000
10118,9,4/3/2015,4/9/2015,387,1487.8,3232.24,1204,13000
10118,10,4/10/2015,4/16/2015,407,1702.69,3566.13,1204,13000
10118,11,4/17/2015,4/23/2015,501,1970.35,4265.62,1204,13000
10118,12,4/24/2015,4/30/2015,508,2075.67,4396.02,1204,13000
10118,13,5/1/2015,5/7/2015,348,1405.79,3032.3,1204,13000
10118,14,5/8/2015,5/14/2015,428,1781.99,3778.89,1204,13000
10118,15,5/15/2015,5/21/2015,364,1494.07,3255.06,1204,13000
10118,16,5/22/2015,5/28/2015,309,1204.4,2611.28,1204,13000
10118,17,5/29/2015,6/4/2015,449,1807.5,3912.92,1204,13000
10118,18,6/5/2015,6/11/2015,534,2135.54,4448.51,1204,13000
10118,19,6/12/2015,6/18/2015,393,1623.53,3434.06,1204,13000
10118,20,6/19/2015,6/25/2015,536,2131.42,4512.58,1204,13000
10118,21,6/26/2015,7/2/2015,475,1944.1,4209.74,1204,13000
10118,22,7/3/2015,7/9/2015,353,1326.92,2884.32,1204,13000
10118,23,7/10/2015,7/16/2015,431,1683.02,3661.77,1204,13000
10118,24,7/17/2015,7/23/2015,281,1075.5,2370.9,1204,13000
10118,25,7/24/2015,7/30/2015,387,1516.77,3306.64,1204,13000
10118,26,7/31/2015,8/6/2015,413,1566.62,3430.81,1204,13000
10118,27,8/7/2015,8/13/2015,266,980.47,2110.06,1204,13000
10118,28,8/14/2015,8/20/2015,350,1303.45,2817.69,1204,13000
10118,29,8/21/2015,8/27/2015,400,1636.63,3502.15,1204,13000
10118,30,8/28/2015,9/3/2015,404,1568.52,3345.42,1204,13000
10118,31,9/4/2015,9/10/2015,277,1113.68,2377.63,1204,13000
10118,32,9/11/2015,9/17/2015,360,1349.41,2956.35,1204,13000
10118,33,9/18/2015,9/24/2015,551,2139.3,4612.84,1204,13000
10118,34,9/25/2015,10/1/2015,447,1770.15,3786.41,1204,13000
10118,35,10/2/2015,10/8/2015,370,1508.14,3255.48,1204,13000
10118,36,10/9/2015,10/15/2015,322,1299.9,2802.88,1204,13000
10118,37,10/16/2015,10/22/2015,386,1507.49,3141.13,1204,13000
10118,38,10/23/2015,10/29/2015,203,789.67,1732.21,1204,13000
10118,39,10/30/2015,11/5/2015,346,1386.98,2996.71,1204,13000
10118,40,11/6/2015,11/12/2015,390,1472.28,3137.8,1204,13000
10118,41,11/13/2015,11/19/2015,416,1587.98,3414.87,1204,13000
10118,42,11/20/2015,11/26/2015,208,805.21,1771.49,1204,13000
10118,43,11/27/2015,12/3/2015,416,1667.16,3576.22,1204,13000
10118,44,12/4/2015,12/10/2015,300,1123.57,2405.04,1204,13000
10118,45,12/11/2015,12/17/2015,338,1329.85,2927.94,1204,13000
10118,46,12/18/2015,12/24/2015,357,1406.24,2949.67,1204,13000
10118,47,12/25/2015,12/31/2015,360,1415.47,3074.04,1204,13000
10118,48,1/1/2016,1/7/2016,233,927.99,2019.42,1204,13000
10118,49,1/8/2016,1/14/2016,347,1337.58,2952.46,1204,13000
10118,50,1/15/2016,1/21/2016,233,882.7,1943.81,1204,13000
10118,51,1/22/2016,1/28/2016,389,1514.14,3286.76,1204,13000
10118,52,1/29/2016,2/4/2016,384,1521.38,3276.3,1204,13000
10118,53,2/5/2016,2/11/2016,334,1378.22,2975.64,1204,13000
10118,54,2/12/2016,2/18/2016,225,871.58,1901.57,1204,13000
10118,55,2/19/2016,2/25/2016,393,1580.64,3452.61,1204,13000
10118,56,2/26/2016,3/3/2016,344,1309.4,2822.13,1204,13000
10118,57,3/4/2016,3/10/2016,280,1181.55,2515.33,1204,13000
10118,58,3/11/2016,3/17/2016,433,1672.78,3617.06,1204,13000
10118,59,3/18/2016,3/24/2016,213,816.97,1755.04,1204,13000
10118,60,3/25/2016,3/31/2016,417,1573.96,3454.82,1204,13000
10118,61,4/1/2016,4/7/2016,373,1440.78,3068.2,1204,13000
10118,62,4/8/2016,4/14/2016,267,1052.31,2255.98,1204,13000
10118,63,4/15/2016,4/21/2016,416,1583.26,3428.92,1204,13000
10118,64,4/22/2016,4/28/2016,172,635.95,1376.2,1204,13000
10118,65,4/29/2016,5/5/2016,240,957.26,2041.81,1204,13000
10118,66,5/6/2016,5/12/2016,311,1278.41,2719.42,1204,13000
10118,67,5/13/2016,5/19/2016,353,1383.59,2961.24,1204,13000
10118,68,5/20/2016,5/26/2016,239,904.89,1925.45,1204,13000
10118,69,5/27/2016,6/2/2016,255,1020.84,2208.06,1204,13000
10118,70,6/3/2016,6/9/2016,318,1245.04,2624.38,1204,13000
10118,71,6/10/2016,6/16/2016,327,1322.61,2803.72,1204,13000
10118,72,6/17/2016,6/23/2016,343,1273.85,2677.99,1204,13000
10118,73,6/24/2016,6/30/2016,364,1351.66,2814.01,1204,13000
10118,74,7/1/2016,7/7/2016,404,1690.94,3568.15,1204,13000
10118,75,7/8/2016,7/14/2016,463,1793.64,3753.57,1204,13000
10118,76,7/15/2016,7/21/2016,338,1363.4,2910.63,1204,13000
10168,1,2/6/2015,2/12/2015,662,2720.94,5816.1,1195,19000
10168,2,2/13/2015,2/19/2015,677,2833.48,6003.43,1195,19000
10168,3,2/20/2015,2/26/2015,557,2298.29,4815.61,1195,19000
10168,4,2/27/2015,3/5/2015,581,2423.48,5067.57,1195,19000
10168,5,3/6/2015,3/12/2015,505,2101.36,4520.27,1195,19000
10168,6,3/13/2015,3/19/2015,449,1882.27,4047.12,1195,19000
10168,7,3/20/2015,3/26/2015,290,1142.04,2421.13,1195,19000
10168,8,3/27/2015,4/2/2015,450,1839.45,3836.7,1195,19000
10168,9,4/3/2015,4/9/2015,652,2782.86,5912.04,1195,19000
10168,10,4/10/2015,4/16/2015,677,2876.75,6004.8,1195,19000
10168,11,4/17/2015,4/23/2015,943,3777.66,8067.29,1195,19000
10168,12,4/24/2015,4/30/2015,575,2318.97,4928.43,1195,19000
10168,13,5/1/2015,5/7/2015,594,2437.91,5260.57,1195,19000
10168,14,5/8/2015,5/14/2015,644,2674.53,5718.06,1195,19000
10168,15,5/15/2015,5/21/2015,648,2574.48,5506.68,1195,19000
10168,16,5/22/2015,5/28/2015,441,1709.37,3642.12,1195,19000
10168,17,5/29/2015,6/4/2015,599,2429.63,5237.69,1195,19000
10168,18,6/5/2015,6/11/2015,730,2923.63,6326.34,1195,19000
10168,19,6/12/2015,6/18/2015,632,2560.01,5451.03,1195,19000
10168,20,6/19/2015,6/25/2015,695,2777.78,6005.41,1195,19000
10168,21,6/26/2015,7/2/2015,695,2722.89,5836.68,1195,19000
10168,22,7/3/2015,7/9/2015,498,2026.77,4301.3,1195,19000
10168,23,7/10/2015,7/16/2015,567,2302.04,4881.33,1195,19000
10168,24,7/17/2015,7/23/2015,890,3647.55,7860.41,1195,19000
10168,25,7/24/2015,7/30/2015,563,2235.75,4815.86,1195,19000
10168,26,7/31/2015,8/6/2015,602,2367.28,5079.82,1195,19000
10168,27,8/7/2015,8/13/2015,629,2610.88,5507.13,1195,19000
10168,28,8/14/2015,8/20/2015,508,1990.3,4251.94,1195,19000
10168,29,8/21/2015,8/27/2015,537,2170.48,4602.67,1195,19000
10168,30,8/28/2015,9/3/2015,456,1855.9,3934.54,1195,19000
10168,31,9/4/2015,9/10/2015,754,3138.65,6667.61,1195,19000
10168,32,9/11/2015,9/17/2015,530,2157.64,4631.44,1195,19000
10168,33,9/18/2015,9/24/2015,653,2615.27,5602.71,1195,19000
10168,34,9/25/2015,10/1/2015,478,2020.44,4265.66,1195,19000
10168,35,10/2/2015,10/8/2015,598,2412.57,5141.94,1195,19000
10168,36,10/9/2015,10/15/2015,636,2612.33,5501.15,1195,19000
10168,37,10/16/2015,10/22/2015,429,1705.98,3680.14,1195,19000
10168,38,10/23/2015,10/29/2015,497,1988.25,4222.04,1195,19000
10168,39,10/30/2015,11/5/2015,584,2327.84,5026.52,1195,19000
10168,40,11/6/2015,11/12/2015,482,1950.84,4193.04,1195,19000
10168,41,11/13/2015,11/19/2015,529,2140.97,4528.01,1195,19000
10168,42,11/20/2015,11/26/2015,382,1543.49,3265.19,1195,19000
10168,43,11/27/2015,12/3/2015,379,1584.49,3347.55,1195,19000
10168,44,12/4/2015,12/10/2015,507,2082.61,4445.64,1195,19000
10168,45,12/11/2015,12/17/2015,456,1910.45,4075.55,1195,19000
10168,46,12/18/2015,12/24/2015,560,2344.57,4988.25,1195,19000
10168,47,12/25/2015,12/31/2015,454,1870.35,4043.22,1195,19000
10168,48,1/1/2016,1/7/2016,438,1696.71,3628.39,1195,19000
10168,49,1/8/2016,1/14/2016,657,2714.24,5937.7,1195,19000
10168,50,1/15/2016,1/21/2016,475,1874.68,4054.77,1195,19000
10168,51,1/22/2016,1/28/2016,543,2168.23,4628.12,1195,19000
10168,52,1/29/2016,2/4/2016,481,1872.27,4066.28,1195,19000
10168,53,2/5/2016,2/11/2016,418,1640.75,3489.87,1195,19000
10168,54,2/12/2016,2/18/2016,490,2010,4249.89,1195,19000
10168,55,2/19/2016,2/25/2016,346,1391.57,2947.74,1195,19000
10168,56,2/26/2016,3/3/2016,425,1745.92,3607.72,1195,19000
10168,57,3/4/2016,3/10/2016,528,2236.27,4807.46,1195,19000
10168,58,3/11/2016,3/17/2016,451,1799.87,3791.01,1195,19000
10168,59,3/18/2016,3/24/2016,377,1542.24,3291.98,1195,19000
10168,60,3/25/2016,3/31/2016,351,1362.62,2861.04,1195,19000
10168,61,4/1/2016,4/7/2016,637,2614.8,5493.08,1195,19000
10168,62,4/8/2016,4/14/2016,506,2087.89,4395.66,1195,19000
10168,63,4/15/2016,4/21/2016,579,2335.19,4937.36,1195,19000
10168,64,4/22/2016,4/28/2016,522,2136.05,4515.57,1195,19000
10168,65,4/29/2016,5/5/2016,521,2043.7,4370.95,1195,19000
10168,66,5/6/2016,5/12/2016,528,2035.53,4361.42,1195,19000
10168,67,5/13/2016,5/19/2016,696,2856.54,6073.9,1195,19000
10168,68,5/20/2016,5/26/2016,480,1839.06,3854.41,1195,19000
10168,69,5/27/2016,6/2/2016,468,1818.58,3861.22,1195,19000
10168,70,6/3/2016,6/9/2016,579,2190.27,4721.89,1195,19000
10168,71,6/10/2016,6/16/2016,494,1994.22,4217.29,1195,19000
10168,72,6/17/2016,6/23/2016,541,2132.88,4572.19,1195,19000
10168,73,6/24/2016,6/30/2016,441,1777.09,3806.59,1195,19000
10168,74,7/1/2016,7/7/2016,543,2288.01,4859.83,1195,19000
10168,75,7/8/2016,7/14/2016,661,2684.51,5597.42,1195,19000
10168,76,7/15/2016,7/21/2016,616,2558.07,5416.38,1195,19000
10218,1,2/6/2015,2/12/2015,326,1340.15,2930.37,1193,15000
10218,2,2/13/2015,2/19/2015,384,1579.12,3420.2,1193,15000
10218,3,2/20/2015,2/26/2015,348,1429.27,3130.17,1193,15000
10218,4,2/27/2015,3/5/2015,384,1482.89,3202.74,1193,15000
10218,5,3/6/2015,3/12/2015,347,1442.84,3086.26,1193,15000
10218,6,3/13/2015,3/19/2015,478,1985.47,4324.44,1193,15000
10218,7,3/20/2015,3/26/2015,229,903.11,2020.67,1193,15000
10218,8,3/27/2015,4/2/2015,307,1294.23,2788.36,1193,15000
10218,9,4/3/2015,4/9/2015,336,1431.48,3135.11,1193,15000
10218,10,4/10/2015,4/16/2015,275,1157.8,2464.12,1193,15000
10218,11,4/17/2015,4/23/2015,442,1854.26,4035.09,1193,15000
10218,12,4/24/2015,4/30/2015,365,1512.81,3263.55,1193,15000
10218,13,5/1/2015,5/7/2015,290,1171.1,2537.18,1193,15000
10218,14,5/8/2015,5/14/2015,473,2033.77,4343.61,1193,15000
10218,15,5/15/2015,5/21/2015,519,2110.97,4591.28,1193,15000
10218,16,5/22/2015,5/28/2015,309,1307.51,2839.23,1193,15000
10218,17,5/29/2015,6/4/2015,389,1597.43,3414.84,1193,15000
10218,18,6/5/2015,6/11/2015,576,2250.62,4831.38,1193,15000
10218,19,6/12/2015,6/18/2015,396,1563.92,3365.39,1193,15000
10218,20,6/19/2015,6/25/2015,404,1559.92,3376.9,1193,15000
10218,21,6/26/2015,7/2/2015,392,1571.85,3415.29,1193,15000
10218,22,7/3/2015,7/9/2015,382,1526,3299.61,1193,15000
10218,23,7/10/2015,7/16/2015,426,1714.79,3752.31,1193,15000
10218,24,7/17/2015,7/23/2015,451,1780.53,3859.08,1193,15000
10218,25,7/24/2015,7/30/2015,438,1846.02,4005.33,1193,15000
10218,26,7/31/2015,8/6/2015,448,1757.74,3841.98,1193,15000
10218,27,8/7/2015,8/13/2015,401,1520.01,3282.5,1193,15000
10218,28,8/14/2015,8/20/2015,513,1999.51,4379.22,1193,15000
10218,29,8/21/2015,8/27/2015,308,1180.61,2562.63,1193,15000
10218,30,8/28/2015,9/3/2015,538,2203,4793.88,1193,15000
10218,31,9/4/2015,9/10/2015,415,1660.71,3635.04,1193,15000
10218,32,9/11/2015,9/17/2015,303,1124.89,2483.69,1193,15000
10218,33,9/18/2015,9/24/2015,465,1791.84,3845.17,1193,15000
10218,34,9/25/2015,10/1/2015,554,2164.72,4703.42,1193,15000
10218,35,10/2/2015,10/8/2015,373,1508.99,3283.99,1193,15000
10218,36,10/9/2015,10/15/2015,405,1687.35,3558.58,1193,15000
10218,37,10/16/2015,10/22/2015,356,1481.63,3234.95,1193,15000
10218,38,10/23/2015,10/29/2015,551,2179.01,4713.23,1193,15000
10218,39,10/30/2015,11/5/2015,521,2000.59,4322.08,1193,15000
10218,40,11/6/2015,11/12/2015,440,1775.82,3814.47,1193,15000
10218,41,11/13/2015,11/19/2015,710,2826.87,6100.64,1193,15000
10218,42,11/20/2015,11/26/2015,466,1847.12,4063.06,1193,15000
10218,43,11/27/2015,12/3/2015,471,1795.8,3947.25,1193,15000
10218,44,12/4/2015,12/10/2015,475,1905.81,4157.39,1193,15000
10218,45,12/11/2015,12/17/2015,448,1726.57,3731.41,1193,15000
10218,46,12/18/2015,12/24/2015,506,1999.21,4378.53,1193,15000
10218,47,12/25/2015,12/31/2015,384,1511.91,3265.11,1193,15000
10218,48,1/1/2016,1/7/2016,456,1801.77,3967.97,1193,15000
10218,49,1/8/2016,1/14/2016,324,1201.44,2691.03,1193,15000
10218,50,1/15/2016,1/21/2016,316,1157.06,2500.94,1193,15000
10218,51,1/22/2016,1/28/2016,382,1519.5,3348.69,1193,15000
10218,52,1/29/2016,2/4/2016,333,1348.91,2943.55,1193,15000
10218,53,2/5/2016,2/11/2016,367,1459.53,3203.69,1193,15000
10218,54,2/12/2016,2/18/2016,537,2120.75,4657.8,1193,15000
10218,55,2/19/2016,2/25/2016,555,2208.33,4764.85,1193,15000
10218,56,2/26/2016,3/3/2016,528,1999.59,4367.81,1193,15000
10218,57,3/4/2016,3/10/2016,590,2283.03,4914.26,1193,15000
10218,58,3/11/2016,3/17/2016,481,2012,4360.78,1193,15000
10218,59,3/18/2016,3/24/2016,227,832.84,1828.87,1193,15000
10218,60,3/25/2016,3/31/2016,486,1958.11,4269.04,1193,15000
10218,61,4/1/2016,4/7/2016,379,1493.85,3273.64,1193,15000
10218,62,4/8/2016,4/14/2016,347,1367.93,3008.55,1193,15000
10218,63,4/15/2016,4/21/2016,476,1880.38,4095.23,1193,15000
10218,64,4/22/2016,4/28/2016,442,1776.04,3901.7,1193,15000
10218,65,4/29/2016,5/5/2016,511,2037.13,4391.19,1193,15000
10218,66,5/6/2016,5/12/2016,376,1545.75,3419.31,1193,15000
10218,67,5/13/2016,5/19/2016,404,1644.91,3602.89,1193,15000
10218,68,5/20/2016,5/26/2016,336,1325.71,2926.8,1193,15000
10218,69,5/27/2016,6/2/2016,421,1677.32,3631.45,1193,15000
10218,70,6/3/2016,6/9/2016,509,1921.41,4168.12,1193,15000
10218,71,6/10/2016,6/16/2016,334,1270.7,2785.68,1193,15000
10218,72,6/17/2016,6/23/2016,342,1340.87,2858.14,1193,15000
